,Unnamed: 0,Unnamed: 0.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
4830,4830,39070,68775,Dandelion Chocolate,740 Valencia St,San Francisco,CA,94110,37.761047,-122.42156100000001,"(37.761047, -122.421561)",14155340942.0,68775_20170113,1/13/2017 0:00,94.0,Routine - Unscheduled,68775_20170113_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170113,103149,2017-01-13,0,0,0,0,3,0,2
4831,4831,39073,84865,Mister Jiu's,28 Waverly Pl,San Francisco,CA,94108,,,,,84865_20170620,6/20/2017 0:00,86.0,Routine - Unscheduled,84865_20170620_103133,Foods not protected from contamination,Moderate Risk,20170620,103133,2017-06-20,0,0,0,4,0,0,0
4832,4832,39087,3484,BOULEVARD,1 MISSION St,San Francisco,CA,94105,37.793496999999995,-122.39284099999999,"(37.793497, -122.392841)",,3484_20170321,3/21/2017 0:00,92.0,Routine - Unscheduled,3484_20170321_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170321,103119,2017-03-21,0,0,0,0,2,0,0
4833,4833,39089,90705,Club Deluxe,1509 Haight St,San Francisco,CA,94117,,,,14150332658.0,90705_20170303,3/3/2017 0:00,,New Ownership,90705_20170303_103139,Improper food storage,Low Risk,20170303,103139,2017-03-03,0,0,0,0,2,0,0
4834,4834,39101,5291,EL TONAYENSE CATERING TRUCK #2,3101 19th St,San Francisco,CA,94110,37.760583000000004,-122.41323899999999,"(37.760583, -122.413239)",,5291_20160229,2/29/2016 0:00,90.0,Routine - Unscheduled,5291_20160229_103148,No thermometers or uncalibrated thermometers,Low Risk,20160229,103148,2016-02-29,0,0,0,0,0,0,4
4835,4835,39140,83953,Twin Peaks Pizza and Pasta,1681 Church St,San Francisco,CA,94131,,,,14155699200.0,83953_20170117,1/17/2017 0:00,87.0,Routine - Unscheduled,83953_20170117_103129,Insufficient hot water or running water,Moderate Risk,20170117,103129,2017-01-17,0,0,2,0,3,0,4
4836,4836,39156,89027,Boba Guys,1002 16th St.,San Francisco,CA,94107,,,,,89027_20170426,4/26/2017 0:00,90.0,Routine - Unscheduled,89027_20170426_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170426,103144,2017-04-26,0,0,0,4,0,0,0
4837,4837,39158,90792,The Game Day Truck,Off the Grid,San Francisco,CA,zzzzz,,,,14150766170.0,90792_20170805,8/5/2017 0:00,96.0,Routine - Unscheduled,90792_20170805_103133,Foods not protected from contamination,Moderate Risk,20170805,103133,2017-08-05,0,0,1,0,0,0,0
4838,4838,39177,33379,Carousel/Sea Lion Cart,1  Zoo Rd,San Francisco,CA,94132,37.73017,-122.50253500000001,"(37.73017, -122.502535)",,33379_20170815,8/15/2017 0:00,81.0,Routine - Unscheduled,33379_20170815_103158,Unpermitted food facility,Low Risk,20170815,103158,2017-08-15,0,0,6,0,0,0,0
4839,4839,39198,89906,The Fudbox,2565 3rd St    Suite 307,San Francisco,CA,94107,,,,,89906_20170118,1/18/2017 0:00,98.0,Routine - Unscheduled,89906_20170118_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170118,103154,2017-01-18,0,0,0,0,1,0,0
4840,4840,39201,66902,Palio Paninoteca,"2565 03rd St, # 307",San Francisco,CA,94107,37.757114,-122.388034,"(37.757114, -122.388034)",,66902_20150421,4/21/2015 0:00,96.0,Routine - Unscheduled,66902_20150421_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20150421,103119,2015-04-21,0,0,0,0,4,0,1
4841,4841,39218,91035,Koja Kitchen,601 Mission Bay Blvd,San Francisco,CA,94158,,,,14158833319.0,91035_20170607,6/7/2017 0:00,82.0,Routine - Unscheduled,91035_20170607_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20170607,103116,2017-06-07,0,0,0,5,0,0,0
4842,4842,39219,68764,Golden Gate Grill,449 Powell St 2nd Floor,San Francisco,CA,94102,,,,,68764_20170410,4/10/2017 0:00,80.0,Routine - Unscheduled,68764_20170410_103133,Foods not protected from contamination,Moderate Risk,20170410,103133,2017-04-10,0,0,0,7,0,0,0
4843,4843,39222,90989,"AT&T Park - Cream, Inc.",24 Willie Mays Plaza,San Francisco,CA,94107,,,,,90989_20170424,4/24/2017 0:00,98.0,Routine - Unscheduled,90989_20170424_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170424,103149,2017-04-24,0,0,0,1,0,0,0
4844,4844,39224,86503,"Dandelion Chocolate, Inc.",1 Ferry Building  North Arcade Kiosk #1,San Francisco,CA,94111,,,,14155340942.0,86503_20170208,2/8/2017 0:00,92.0,Routine - Unscheduled,86503_20170208_103156,Permit license or inspection report not posted,Low Risk,20170208,103156,2017-02-08,0,0,0,0,3,0,0
4845,4845,39245,76513,Archive Bar & Kitchen,602 Mission St,San Francisco,CA,94105,,,,,76513_20170213,2/13/2017 0:00,81.0,Routine - Unscheduled,76513_20170213_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170213,103124,2017-02-13,0,0,0,0,5,0,0
4846,4846,39268,89306,Chicken'licious Noodle,5801 Geary Blvd,San Francisco,CA,94121,,,,14155931010.0,89306_20170815,8/15/2017 0:00,90.0,Routine - Unscheduled,89306_20170815_103145,Improper storage of equipment utensils or linens,Low Risk,20170815,103145,2017-08-15,0,0,4,0,0,0,0
4847,4847,39284,90083,Rusted Mule,1217 Sutter St,San Francisco,CA,94109,,,,,90083_20170727,7/27/2017 0:00,90.0,Routine - Unscheduled,90083_20170727_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170727,103124,2017-07-27,0,0,3,0,2,0,0
4848,4848,39296,3892,PORTICO,245 MARKET St #3,San Francisco,CA,94103,37.792875,-122.396728,"(37.792875, -122.396728)",,3892_20170621,6/21/2017 0:00,79.0,Routine - Unscheduled,3892_20170621_103108,Contaminated or adulterated food,High Risk,20170621,103108,2017-06-21,0,0,0,3,0,0,0
4849,4849,39304,5325,SAN FRANCISCO SOUP COMPANY,451 06th St,San Francisco,CA,94103,37.776775,-122.403305,"(37.776775, -122.403305)",,5325_20170920,9/20/2017 0:00,98.0,Routine - Unscheduled,5325_20170920_103150,Improper or defective plumbing,Low Risk,20170920,103150,2017-09-20,0,0,1,0,0,0,0
4850,4850,39306,59934,Ted's Sports Bar & Grill,312 HARRIET St,San Francisco,CA,94103,37.775357,-122.402758,"(37.775357, -122.402758)",,59934_20170109,1/9/2017 0:00,78.0,Routine - Unscheduled,59934_20170109_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170109,103119,2017-01-09,2,0,0,0,6,0,0
4851,4851,39352,91189,Peet's Coffee and Tea,155 Montgomery St,San Francisco,CA,94104,,,,,91189_20170608,6/8/2017 0:00,98.0,Routine - Unscheduled,91189_20170608_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170608,103149,2017-06-08,0,0,0,1,0,0,0
4852,4852,39354,86117,Jamba Juice,2014 Market St,San Francisco,CA,94114,,,,14155205946.0,86117_20170213,2/13/2017 0:00,96.0,Routine - Unscheduled,86117_20170213_103150,Improper or defective plumbing,Low Risk,20170213,103150,2017-02-13,0,0,0,0,2,0,0
4853,4853,39371,81861,Subway Sandwiches #33847,795 A Folsom St,San Francisco,CA,94107,,,,,81861_20170831,8/31/2017 0:00,92.0,Routine - Unscheduled,81861_20170831_103156,Permit license or inspection report not posted,Low Risk,20170831,103156,2017-08-31,0,0,4,0,0,0,0
4854,4854,39379,86170,Paparikas,645 Clay St,San Francisco,CA,94111,,,,,86170_20170224,2/24/2017 0:00,86.0,Routine - Unscheduled,86170_20170224_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20170224,103116,2017-02-24,0,0,0,0,5,0,0
4855,4855,39383,80063,Marlowe,500 Brannan St,San Francisco,CA,94107,,,,,80063_20170111,1/11/2017 0:00,94.0,Routine - Unscheduled,80063_20170111_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,20170111,103153,2017-01-11,3,0,0,0,2,0,0
4856,4856,39385,36378,Work of Art Catering,1226 FOLSOM St,San Francisco,CA,94103,37.774691,-122.41053500000001,"(37.774691, -122.410535)",,36378_20170131,1/31/2017 0:00,92.0,Routine - Unscheduled,36378_20170131_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170131,103144,2017-01-31,1,0,0,0,3,0,0
4857,4857,39394,88134,Mixt Greens,240 Kearny St,San Francisco,CA,94108,,,,14155350808.0,88134_20170726,7/26/2017 0:00,,Complaint,88134_20170726_103133,Foods not protected from contamination,Moderate Risk,20170726,103133,2017-07-26,0,0,3,0,1,0,0
4858,4858,39407,87648,Fly Bar-Divisadero,762 Divisadero St,San Francisco,CA,94117,,,,,87648_20161202,12/2/2016 0:00,94.0,Routine - Unscheduled,87648_20161202_103139,Improper food storage,Low Risk,20161202,103139,2016-12-02,0,0,0,0,2,0,0
4859,4859,39429,85680,Bon Appetit Management Co,555 Market St 2nd Floor,San Francisco,CA,94105,,,,14155810229.0,85680_20170601,6/1/2017 0:00,93.0,Routine - Unscheduled,85680_20170601_103108,Contaminated or adulterated food,High Risk,20170601,103108,2017-06-01,0,0,0,1,0,0,0
4860,4860,39444,85917,Saucy Asian,3801 17th St,San Francisco,CA,94110,,,,14155481661.0,85917_20170816,8/16/2017 0:00,82.0,Routine - Unscheduled,85917_20170816_103105,Improper cooling methods,High Risk,20170816,103105,2017-08-16,0,0,4,0,0,0,0
4861,4861,39461,67446,Soma Chicken and Salad,101 Spear St #A24,San Francisco,CA,94105,37.792577,-122.393992,"(37.792577, -122.393992)",,67446_20170331,3/31/2017 0:00,79.0,Routine - Unscheduled,67446_20170331_103105,Improper cooling methods,High Risk,20170331,103105,2017-03-31,0,0,0,0,6,0,0
4862,4862,39488,85670,Hot Cookie,407 Castro St,San Francisco,CA,94114,,,,14155622350.0,85670_20170822,8/22/2017 0:00,92.0,Routine - Unscheduled,85670_20170822_103131,Moderate risk vermin infestation,Moderate Risk,20170822,103131,2017-08-22,0,0,2,0,0,0,0
4863,4863,39500,39025,Peet's Coffee & Tea,450 Sansome St Suite #1,San Francisco,CA,94111,37.794616999999995,-122.401316,"(37.794617, -122.401316)",,39025_20170906,9/6/2017 0:00,98.0,Routine - Unscheduled,39025_20170906_103142,Unclean nonfood contact surfaces,Low Risk,20170906,103142,2017-09-06,0,0,1,0,0,0,0
4864,4864,39507,87413,Cafe Sis,402 Balboa St,San Francisco,CA,94118,,,,,87413_20170914,9/14/2017 0:00,84.0,Routine - Unscheduled,87413_20170914_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170914,103119,2017-09-14,0,0,4,0,0,3,0
4865,4865,39524,573,MUFFIN'S MUFFIN,123 02nd St,San Francisco,CA,94105,37.787755,-122.399372,"(37.787755, -122.399372)",,573_20170127,1/27/2017 0:00,86.0,Routine - Unscheduled,573_20170127_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170127,103119,2017-01-27,0,0,0,0,4,0,0
4866,4866,39555,79598,Oasis Grill,100 01st St 110,San Francisco,CA,94105,,,,,79598_20170313,3/13/2017 0:00,70.0,Routine - Unscheduled,79598_20170313_103103,High risk food holding temperature,High Risk,20170313,103103,2017-03-13,0,0,0,0,7,0,0
4867,4867,39602,68916,Rumors,398 07th St,San Francisco,CA,94103,37.775647,-122.40645900000001,"(37.775647, -122.406459)",,68916_20170214,2/14/2017 0:00,82.0,Routine - Unscheduled,68916_20170214_103107,Improper reheating of food,High Risk,20170214,103107,2017-02-14,0,0,0,0,4,0,0
4868,4868,39620,3561,Lee's Deli,235 Montgomery St,San Francisco,CA,94104,37.79146400000001,-122.40243500000001,"(37.791464, -122.402435)",,3561_20170123,1/23/2017 0:00,67.0,Routine - Unscheduled,3561_20170123_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20170123,103116,2017-01-23,2,0,0,0,6,0,0
4869,4869,39631,35882,Peet's Coffee and Tea,555 09th St Ste B5,San Francisco,CA,94103,37.774722,-122.40676100000002,"(37.774722, -122.406761)",14155693115.0,35882_20170828,8/28/2017 0:00,96.0,Routine - Unscheduled,35882_20170828_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170828,103119,2017-08-28,0,0,1,0,0,0,0
4870,4870,39651,86152,Jamba Juice,74 New Montgomery St.,San Francisco,CA,94108,,,,14155205946.0,86152_20170227,2/27/2017 0:00,90.0,Routine - Unscheduled,86152_20170227_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170227,103154,2017-02-27,0,0,0,0,5,0,0
4871,4871,39659,94175,Lucky Ocean Cafe,1501 Ocean Ave,San Francisco,CA,94112,,,,,94175_20180202,2/2/2018 0:00,,New Ownership,94175_20180202_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20180202,103149,2018-02-02,1,0,0,0,0,0,0
4872,4872,39664,85601,Fogo de Chao,201 03rd St Suite 100,San Francisco,CA,94103,,,,14157254523.0,85601_20160226,2/26/2016 0:00,96.0,Routine - Unscheduled,85601_20160226_103133,Foods not protected from contamination,Moderate Risk,20160226,103133,2016-02-26,0,1,0,0,0,0,1
4873,4873,39669,87709,Substation,2828 Jones St,San Francisco,CA,94133,,,,,87709_20170711,7/11/2017 0:00,72.0,Routine - Unscheduled,87709_20170711_103145,Improper storage of equipment utensils or linens,Low Risk,20170711,103145,2017-07-11,0,0,7,0,0,0,0
4874,4874,39671,87714,Black Cat,400 Eddy St,San Francisco,CA,94109,,,,14155351999.0,87714_20170130,1/30/2017 0:00,88.0,Routine - Unscheduled,87714_20170130_103118,Employee eating or smoking,Moderate Risk,20170130,103118,2017-01-30,0,0,0,0,3,0,0
4875,4875,39676,88347,Marufuku Ramen,1581 Webster St 235,San Francisco,CA,94115,,,,14155367873.0,88347_20170329,3/29/2017 0:00,91.0,Routine - Unscheduled,88347_20170329_103104,Unauthorized or unsafe use of time as a public health control measure,High Risk,20170329,103104,2017-03-29,0,0,0,0,2,0,0
4876,4876,39697,93835,Japanese House,480 6th St,San Francisco,CA,94103,,,,,93835_20180201,2/1/2018 0:00,82.0,Routine - Unscheduled,93835_20180201_103103,High risk food holding temperature,High Risk,20180201,103103,2018-02-01,4,0,0,0,0,0,0
4877,4877,39713,3924,Ladle and Leaf,221 Montgomery St,San Francisco,CA,94104,37.791151,-122.402403,"(37.791151, -122.402403)",,3924_20160330,3/30/2016 0:00,87.0,Routine - Unscheduled,3924_20160330_103156,Permit license or inspection report not posted,Low Risk,20160330,103156,2016-03-30,0,0,0,5,0,0,3
4878,4878,39722,71057,The Creamery,685 04th St,San Francisco,CA,94107,37.777393,-122.39526000000001,"(37.777393, -122.39526)",,71057_20170807,8/7/2017 0:00,81.0,Routine - Unscheduled,71057_20170807_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170807,103119,2017-08-07,0,0,5,0,0,0,0
4879,4879,39734,88883,Jane the Bakery,1875 Geary Blvd,San Francisco,CA,94115,,,,,88883_20170224,2/24/2017 0:00,92.0,Routine - Unscheduled,88883_20170224_103120,Moderate risk food holding temperature,Moderate Risk,20170224,103120,2017-02-24,0,0,0,0,2,0,0
4880,4880,39744,87404,Garden Creamery,3566 20th St,San Francisco,CA,94110,,,,14158226626.0,87404_20170914,9/14/2017 0:00,98.0,Routine - Unscheduled,87404_20170914_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170914,103154,2017-09-14,0,0,1,0,0,0,0
4881,4881,39764,3345,"BAR NONE-SF, LLC",1980 UNION St,San Francisco,CA,94123,37.797578,-122.43188300000001,"(37.797578, -122.431883)",14155920300.0,3345_20170531,5/31/2017 0:00,,Reinspection/Followup,3345_20170531_103142,Unclean nonfood contact surfaces,Low Risk,20170531,103142,2017-05-31,0,0,0,3,0,0,0
4882,4882,39765,54,RHODA GOLDMAN PLAZA,2180 POST St,San Francisco,CA,94115,37.784626,-122.437734,"(37.784626, -122.437734)",14155345060.0,54_20170215,2/15/2017 0:00,87.0,Routine - Unscheduled,54_20170215_103120,Moderate risk food holding temperature,Moderate Risk,20170215,103120,2017-02-15,0,0,0,0,3,0,0
4883,4883,39769,90511,Pink Onion,64 14th St,San Francisco,CA,94103,,,,,90511_20170802,8/2/2017 0:00,89.0,Routine - Unscheduled,90511_20170802_103109,Unclean or unsanitary food contact surfaces,High Risk,20170802,103109,2017-08-02,0,0,3,0,0,0,0
4884,4884,39772,64846,Taraval Pizza,1115 Taraval St,San Francisco,CA,94116,37.742892,-122.478002,"(37.742892, -122.478002)",,64846_20170728,7/28/2017 0:00,84.0,Routine - Unscheduled,64846_20170728_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170728,103154,2017-07-28,0,0,5,0,0,0,0
4885,4885,39794,88499,McDonald's,235 Front St,San Francisco,CA,94111,,,,,88499_20170608,6/8/2017 0:00,96.0,Routine - Unscheduled,88499_20170608_103131,Moderate risk vermin infestation,Moderate Risk,20170608,103131,2017-06-08,0,0,0,1,0,0,0
4886,4886,39808,91166,"Spro, LLC",601 Mission Bay Blvd North,San Francisco,CA,94158,,,,,91166_20170724,7/24/2017 0:00,92.0,Routine - Unscheduled,91166_20170724_103156,Permit license or inspection report not posted,Low Risk,20170724,103156,2017-07-24,0,0,3,0,0,0,0
4887,4887,39819,87628,Halal Cart SF,1 Market St,San Francisco,CA,94105,,,,,87628_20170628,6/28/2017 0:00,82.0,Routine - Unscheduled,87628_20170628_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170628,103119,2017-06-28,0,0,0,4,1,0,0
4888,4888,39833,77182,Big Chef Tom's Belly Burgers,1550 Howard St,San Francisco,CA,94103,,,,,77182_20170109,1/9/2017 0:00,88.0,Routine - Unscheduled,77182_20170109_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170109,103144,2017-01-09,0,0,0,0,4,0,0
4889,4889,39839,3490,Morton's Chicago Steakhouse,404 Post St,San Francisco,CA,94102,37.78833,-122.408525,"(37.78833, -122.408525)",,3490_20170421,4/21/2017 0:00,81.0,Routine - Unscheduled,3490_20170421_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170421,103119,2017-04-21,0,0,0,4,0,0,0
4890,4890,39848,90408,McDonald's,730 Stanyan St,San Francisco,CA,94117,,,,14155664445.0,90408_20170131,1/31/2017 0:00,85.0,Routine - Unscheduled,90408_20170131_103145,Improper storage of equipment utensils or linens,Low Risk,20170131,103145,2017-01-31,0,3,0,0,4,0,0
4891,4891,39855,86428,Alfred's Steakhouse,659 Merchant St,San Francisco,CA,94111,,,,14155787058.0,86428_20170301,3/1/2017 0:00,86.0,Routine - Unscheduled,86428_20170301_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170301,103124,2017-03-01,0,0,0,0,5,0,0
4892,4892,39870,64738,Japacurry,Public,San Francisco,CA,zzzzz,37.777122,-122.41963899999999,"(37.777122, -122.419639)",,64738_20170124,1/24/2017 0:00,,Structural Inspection,64738_20170124_103148,No thermometers or uncalibrated thermometers,Low Risk,20170124,103148,2017-01-24,0,0,0,0,2,0,0
4893,4893,39904,90040,St. Regis Hotel San Francisco Main Kitchen,"125 3rd St., 2nd Floor",San Francisco,CA,94103,,,,,90040_20170227,2/27/2017 0:00,94.0,Routine - Unscheduled,90040_20170227_103139,Improper food storage,Low Risk,20170227,103139,2017-02-27,0,0,0,0,3,0,0
4894,4894,39932,91153,Poke Delish,601 Mission Bay Blvd North,San Francisco,CA,94158,,,,,91153_20170607,6/7/2017 0:00,85.0,Routine - Unscheduled,91153_20170607_103118,Employee eating or smoking,Moderate Risk,20170607,103118,2017-06-07,0,0,0,4,0,0,0
4895,4895,39936,67182,"Asana, Inc.",1550 Bryant St Suite 150,San Francisco,CA,94103,37.767525,-122.41073700000001,"(37.767525, -122.410737)",,67182_20170731,7/31/2017 0:00,96.0,Routine - Unscheduled,67182_20170731_103143,Inadequate warewashing facilities or equipment,Low Risk,20170731,103143,2017-07-31,0,0,2,0,0,0,0
4896,4896,39940,71726,InfiniTea,5351 GEARY Blvd,San Francisco,CA,94121,,,,14155751744.0,71726_20170728,7/28/2017 0:00,86.0,Routine - Unscheduled,71726_20170728_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170728,103144,2017-07-28,0,0,5,0,0,0,0
4897,4897,39941,25651,Beverages & More,1301 Van Ness Ave,San Francisco,CA,94109,37.787794,-122.421924,"(37.787794, -122.421924)",,25651_20170609,6/9/2017 0:00,96.0,Routine - Unscheduled,25651_20170609_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170609,103124,2017-06-09,0,0,0,1,0,0,0
4898,4898,39964,89396,Bambu Desserts & Drinks,"6050 Geary Blvd.,  Suite 101A",San Francisco,CA,94121,,,,,89396_20170823,8/23/2017 0:00,88.0,Routine - Unscheduled,89396_20170823_103132,Improper thawing methods,Moderate Risk,20170823,103132,2017-08-23,0,0,4,0,0,0,0
4899,4899,39973,83125,GCAFE,44 Tehama St,San Francisco,CA,94105,,,,,83125_20170914,9/14/2017 0:00,86.0,Routine - Unscheduled,83125_20170914_103156,Permit license or inspection report not posted,Low Risk,20170914,103156,2017-09-14,0,0,4,0,0,0,0
4900,4900,39988,88202,Starco Mart,1070 Howard St,San Francisco,CA,94103,,,,,88202_20170330,3/30/2017 0:00,92.0,Routine - Unscheduled,88202_20170330_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170330,103119,2017-03-30,0,0,0,0,2,0,0
4901,4901,39997,19064,Moscone Convention Center - Stand #4,747 HOWARD St,San Francisco,CA,94103,37.784128,-122.401533,"(37.784128, -122.401533)",,19064_20170301,3/1/2017 0:00,92.0,Routine - Unscheduled,19064_20170301_103131,Moderate risk vermin infestation,Moderate Risk,20170301,103131,2017-03-01,0,0,0,0,2,0,0
4902,4902,40027,37986,"Wing On Poultry, Inc",1114 Grant Ave,San Francisco,CA,94133,37.797129,-122.406807,"(37.797129, -122.406807)",,37986_20160517,5/17/2016 0:00,92.0,Routine - Unscheduled,37986_20160517_103120,Moderate risk food holding temperature,Moderate Risk,20160517,103120,2016-05-17,0,0,0,2,0,2,0
4903,4903,40029,39937,Chantal Guillon,437 A Hayes St,San Francisco,CA,94102,37.779847,-122.418985,"(37.779847, -122.418985)",,39937_20170913,9/13/2017 0:00,98.0,Routine - Unscheduled,39937_20170913_103145,Improper storage of equipment utensils or linens,Low Risk,20170913,103145,2017-09-13,0,0,1,0,0,5,0
4904,4904,40031,83746,The Lord George,555 02nd St,San Francisco,CA,94107,,,,,83746_20170315,3/15/2017 0:00,94.0,Routine - Unscheduled,83746_20170315_103131,Moderate risk vermin infestation,Moderate Risk,20170315,103131,2017-03-15,0,0,0,0,2,0,0
4905,4905,40045,2842,SEASONS RESTAURANT,757 MARKET St 5/Fl,San Francisco,CA,94103,37.786476,-122.404852,"(37.786476, -122.404852)",14155633000.0,2842_20170616,6/16/2017 0:00,73.0,Routine - Unscheduled,2842_20170616_103109,Unclean or unsanitary food contact surfaces,High Risk,20170616,103109,2017-06-16,0,0,0,7,0,0,0
4906,4906,40056,3864,3rd Street Grill,695 03rd St,San Francisco,CA,94107,37.779063,-122.39295200000001,"(37.779063, -122.392952)",,3864_20170918,9/18/2017 0:00,80.0,Routine - Unscheduled,3864_20170918_103120,Moderate risk food holding temperature,Moderate Risk,20170918,103120,2017-09-18,0,0,6,0,0,0,0
4907,4907,40059,90449,The Pork Exchange,807 Ellis St,San Francisco,CA,94109,,,,,90449_20170714,7/14/2017 0:00,85.0,Routine - Unscheduled,90449_20170714_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170714,103154,2017-07-14,0,0,4,0,0,0,0
4908,4908,40073,86915,OEC,1516 Folsom St,San Francisco,CA,94103,,,,,86915_20170802,8/2/2017 0:00,77.0,Routine - Unscheduled,86915_20170802_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170802,103119,2017-08-02,0,0,5,0,0,0,0
4909,4909,40086,91176,Indian Palace,2154 Mission St,San Francisco,CA,94110,,,,14155657710.0,91176_20170926,9/26/2017 0:00,83.0,Routine - Unscheduled,91176_20170926_103131,Moderate risk vermin infestation,Moderate Risk,20170926,103131,2017-09-26,0,0,4,0,0,0,0
4910,4910,40109,68320,Newtree,16 Jessie St,San Francisco,CA,94105,37.789814,-122.398789,"(37.789814, -122.398789)",,68320_20170120,1/20/2017 0:00,72.0,Routine - Unscheduled,68320_20170120_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170120,103124,2017-01-20,0,0,0,0,6,0,0
4911,4911,40117,88470,Limoncello,1400 Sutter St.,San Francisco,CA,94109,,,,,88470_20161208,12/8/2016 0:00,96.0,Routine - Unscheduled,88470_20161208_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20161208,103119,2016-12-08,0,0,0,0,1,0,0
4912,4912,40148,85525,The Treasury,115 Sansome St,San Francisco,CA,94104,,,,,85525_20170615,6/15/2017 0:00,96.0,Routine - Unscheduled,85525_20170615_103127,Noncompliance with HAACP plan or variance,Moderate Risk,20170615,103127,2017-06-15,0,0,0,1,0,0,0
4913,4913,40150,90060,Hermanos Coffee & Juice Bar,650 California St,San Francisco,CA,94108,,,,,90060_20170612,6/12/2017 0:00,96.0,Routine - Unscheduled,90060_20170612_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170612,103149,2017-06-12,0,0,0,2,0,0,0
4914,4914,40169,22304,Julie's Kitchen,50 FREMONT St,San Francisco,CA,94105,37.790896999999994,-122.397318,"(37.790897, -122.397318)",,22304_20170313,3/13/2017 0:00,94.0,Routine - Unscheduled,22304_20170313_103141,Improper food labeling or menu misrepresentation,Low Risk,20170313,103141,2017-03-13,0,0,0,0,2,0,0
4915,4915,40201,90588,Tekka House,678 Chenery St,San Francisco,CA,94131,,,,14155918891.0,90588_20170413,4/13/2017 0:00,90.0,Routine - Unscheduled,90588_20170413_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170413,103144,2017-04-13,0,0,0,2,0,0,0
4916,4916,40216,88428,Bon Nene,2850 21st St,San Francisco,CA,94110,,,,14155879332.0,88428_20170623,6/23/2017 0:00,90.0,Routine - Unscheduled,88428_20170623_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170623,103149,2017-06-23,4,0,0,4,0,0,0
4917,4917,40229,88983,Fueling Station,2436 Polk St,San Francisco,CA,94109,,,,,88983_20170303,3/3/2017 0:00,96.0,Routine - Unscheduled,88983_20170303_103120,Moderate risk food holding temperature,Moderate Risk,20170303,103120,2017-03-03,0,0,0,0,1,0,0
4918,4918,40234,80253,Raavi,533 Jackson St,San Francisco,CA,94133,,,,,80253_20170110,1/10/2017 0:00,76.0,Routine - Unscheduled,80253_20170110_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170110,103149,2017-01-10,0,0,0,0,6,0,0
4919,4919,40240,60475,Arabi Mediterranean Cuisine,101 SPEAR St,San Francisco,CA,94105,37.792577,-122.393992,"(37.792577, -122.393992)",,60475_20170331,3/31/2017 0:00,92.0,Routine - Unscheduled,60475_20170331_103120,Moderate risk food holding temperature,Moderate Risk,20170331,103120,2017-03-31,0,0,0,0,3,0,0
4920,4920,40268,84590,Chaat Corner,320 3rd St,San Francisco,CA,94107,,,,,84590_20160824,8/24/2016 0:00,73.0,Routine - Unscheduled,84590_20160824_103148,No thermometers or uncalibrated thermometers,Low Risk,20160824,103148,2016-08-24,0,0,0,0,0,5,0
